tweet,token
mmm sabtu pagi yg indah sedikit mendung angin sepoi berhembus balai nampak ramai warga yg ikut vaksin pulang berenang rumah mengalun lagu indo lawas radio yg disetel papaku barusan baru lewat indera dengar yg pernah dipopulerkan olh d,"['mmm', 'sabtu', 'pagi', 'yg', 'indah', 'sedikit', 'mendung', 'angin', 'sepoi', 'berhembus', 'balai', 'nampak', 'ramai', 'warga', 'yg', 'ikut', 'vaksin', 'pulang', 'berenang', 'rumah', 'mengalun', 'lagu', 'indo', 'lawas', 'radio', 'yg', 'disetel', 'papaku', 'barusan', 'baru', 'lewat', 'indera', 'dengar', 'yg', 'pernah', 'dipopulerkan', 'olh', 'd']"
tetap bikin kesel waras vaksin penting jaga kesehatan masing,"['tetap', 'bikin', 'kesel', 'waras', 'vaksin', 'penting', 'jaga', 'kesehatan', 'masing']"
jangan panik dulu mungkin adanya kesalahan memasukkan nama lengkap nik nomer ponsel simak video cara mengurusnya cara mudah menerbitkan sertifikat vaksin terkendala,"['jangan', 'panik', 'dulu', 'mungkin', 'adanya', 'kesalahan', 'memasukkan', 'nama', 'lengkap', 'nik', 'nomer', 'ponsel', 'simak', 'video', 'cara', 'mengurusnya', 'cara', 'mudah', 'menerbitkan', 'sertifikat', 'vaksin', 'terkendala']"
melakukan vaksinasi covid sertifikat vaksin keluar aplikasi pedulilindungi padahal sertifikat vaksin dibutuhkan menunjang mobilitas mengakses fasilitas publik coutesy,"['melakukan', 'vaksinasi', 'covid', 'sertifikat', 'vaksin', 'keluar', 'aplikasi', 'pedulilindungi', 'padahal', 'sertifikat', 'vaksin', 'dibutuhkan', 'menunjang', 'mobilitas', 'mengakses', 'fasilitas', 'publik', 'coutesy']"
brarti dee ora vaksin,"['brarti', 'dee', 'ora', 'vaksin']"
diwanek wanekne suntik vaksin ben kuat awake jebul seng diserang atine remukk joooo,"['diwanek', 'wanekne', 'suntik', 'vaksin', 'ben', 'kuat', 'awake', 'jebul', 'seng', 'diserang', 'atine', 'remukk', 'joooo']"
dok minggu lalu sy mau jakarta vaksin dosis alhamdulillah sehat waktu scand screning apk pelind emg daftar riwayat swab antigen baru terbang makanya disitu muncul kata layak bepergian dgn pesawat rada aneh jg sih,"['dok', 'minggu', 'lalu', 'sy', 'mau', 'jakarta', 'vaksin', 'dosis', 'alhamdulillah', 'sehat', 'waktu', 'scand', 'screning', 'apk', 'pelind', 'emg', 'daftar', 'riwayat', 'swab', 'antigen', 'baru', 'terbang', 'makanya', 'disitu', 'muncul', 'kata', 'layak', 'bepergian', 'dgn', 'pesawat', 'rada', 'aneh', 'jg', 'sih']"
vaksin lengkap skrg mau mburjo,"['vaksin', 'lengkap', 'skrg', 'mau', 'mburjo']"
the underdog buffed by vaksin moderna ggwp,"['the', 'underdog', 'buffed', 'by', 'vaksin', 'moderna', 'ggwp']"
set set set set buff vaksin moderna,"['set', 'set', 'set', 'set', 'buff', 'vaksin', 'moderna']"
mjb vaksin mbak makasih,"['mjb', 'vaksin', 'mbak', 'makasih']"
kemarin grab pembagian sembako pas datang ternyata yg vaksin lha ikut vaksin grab ditolak gara ktp semarang amp ikut vaksin pakai astra zeneca yg vaksin nya baru besok,"['kemarin', 'grab', 'pembagian', 'sembako', 'pas', 'datang', 'ternyata', 'yg', 'vaksin', 'lha', 'ikut', 'vaksin', 'grab', 'ditolak', 'gara', 'ktp', 'semarang', 'amp', 'ikut', 'vaksin', 'pakai', 'astra', 'zeneca', 'yg', 'vaksin', 'nya', 'baru', 'besok']"
info vaksin astra zeneca dong zonk mulu nih abis kuotanya nyesel ambil astra tau gini sinovac aja,"['info', 'vaksin', 'astra', 'zeneca', 'dong', 'zonk', 'mulu', 'nih', 'abis', 'kuotanya', 'nyesel', 'ambil', 'astra', 'tau', 'gini', 'sinovac', 'aja']"
barusan vaksin kedua,"['barusan', 'vaksin', 'kedua']"
ga tau sih vaksin kok penggunaan massal nya cepet banget,"['ga', 'tau', 'sih', 'vaksin', 'kok', 'penggunaan', 'massal', 'nya', 'cepet', 'banget']"
nganyari sertifikat vaksin karo perdana numpak krl,"['nganyari', 'sertifikat', 'vaksin', 'karo', 'perdana', 'numpak', 'krl']"
yuk vaksin semangat vaksin mencegah lebih baik mengobati vaksin lindungi,"['yuk', 'vaksin', 'semangat', 'vaksin', 'mencegah', 'lebih', 'baik', 'mengobati', 'vaksin', 'lindungi']"
kelompok remaja mencapai juta orang adapun juta antaranya mendapatkan dosis lengkap kali suntikan vaksin lindungi,"['kelompok', 'remaja', 'mencapai', 'juta', 'orang', 'adapun', 'juta', 'antaranya', 'mendapatkan', 'dosis', 'lengkap', 'kali', 'suntikan', 'vaksin', 'lindungi']"
informasi nih hingga oktober juta lansia mendapat vaksin dosis pertama juta lansia mendapatkan dosis lengkap vaksinasi vaksin lindungi,"['informasi', 'nih', 'hingga', 'oktober', 'juta', 'lansia', 'mendapat', 'vaksin', 'dosis', 'pertama', 'juta', 'lansia', 'mendapatkan', 'dosis', 'lengkap', 'vaksinasi', 'vaksin', 'lindungi']"
nah menentukan idikator level ppkm suatu daerah salah satu parameternya capaian vaksinasi umum capaian vaksinasi masyarakat usia lanjut vaksin lindungi,"['nah', 'menentukan', 'idikator', 'level', 'ppkm', 'suatu', 'daerah', 'salah', 'satu', 'parameternya', 'capaian', 'vaksinasi', 'umum', 'capaian', 'vaksinasi', 'masyarakat', 'usia', 'lanjut', 'vaksin', 'lindungi']"
beberapa daerah cakupan vaksinasinya rendah dosis satu maupun dosis lansia daerah diantaranya sumatera barat aceh papua maluku utara vaksin lindungi,"['beberapa', 'daerah', 'cakupan', 'vaksinasinya', 'rendah', 'dosis', 'satu', 'maupun', 'dosis', 'lansia', 'daerah', 'diantaranya', 'sumatera', 'barat', 'aceh', 'papua', 'maluku', 'utara', 'vaksin', 'lindungi']"
proses vaksinasi terus dilakukan sekarang pemerintah terus mendorong pemerintah daerah capaian vaksinasinya rendah terutama kelompok masayarakat rentan lansia vaksin lindungi,"['proses', 'vaksinasi', 'terus', 'dilakukan', 'sekarang', 'pemerintah', 'terus', 'mendorong', 'pemerintah', 'daerah', 'capaian', 'vaksinasinya', 'rendah', 'terutama', 'kelompok', 'masayarakat', 'rentan', 'lansia', 'vaksin', 'lindungi']"
seluruh pos pelayanan vaksinasi unit pelaksana teknis bawah kemenkes kantor kesehatan pelabuhan kkp rs vertikal poltekkes bawah kemenkes instruksikan menyelenggarakan vaksinasi semua kolaborasi dg baik vaksin lindungi,"['seluruh', 'pos', 'pelayanan', 'vaksinasi', 'unit', 'pelaksana', 'teknis', 'bawah', 'kemenkes', 'kantor', 'kesehatan', 'pelabuhan', 'kkp', 'rs', 'vertikal', 'poltekkes', 'bawah', 'kemenkes', 'instruksikan', 'menyelenggarakan', 'vaksinasi', 'semua', 'kolaborasi', 'dg', 'baik', 'vaksin', 'lindungi']"
oiya program vaksinasi dilakukan semua target sasaran memandang domisili tempat tinggal ktp jadi semua mudah vaksin nih vaksin lindungi,"['oiya', 'program', 'vaksinasi', 'dilakukan', 'semua', 'target', 'sasaran', 'memandang', 'domisili', 'tempat', 'tinggal', 'ktp', 'jadi', 'semua', 'mudah', 'vaksin', 'nih', 'vaksin', 'lindungi']"
pemerintah mengajak seluruh masyarakat segera divaksinasi tercipta kekebalan imunitas perlu pilih pilih vaksin semua vaksin aman berkhasiat yuk sama sama sukseskan vaksinasi vaksin lindungi,"['pemerintah', 'mengajak', 'seluruh', 'masyarakat', 'segera', 'divaksinasi', 'tercipta', 'kekebalan', 'imunitas', 'perlu', 'pilih', 'pilih', 'vaksin', 'semua', 'vaksin', 'aman', 'berkhasiat', 'yuk', 'sama', 'sama', 'sukseskan', 'vaksinasi', 'vaksin', 'lindungi']"
patut bersyukur nih pemerintah terus mengupayakan ketersediaan vaksin baik lewat skema multilateral maupun bilateral mencukupi stok menjaga laju vaksinasi sesuai stok vaksin vaksin lindungi,"['patut', 'bersyukur', 'nih', 'pemerintah', 'terus', 'mengupayakan', 'ketersediaan', 'vaksin', 'baik', 'lewat', 'skema', 'multilateral', 'maupun', 'bilateral', 'mencukupi', 'stok', 'menjaga', 'laju', 'vaksinasi', 'sesuai', 'stok', 'vaksin', 'vaksin', 'lindungi']"
kedatangan vaksin kontinu indonesia menunjukkan stock vaksin tanah air aman mencukupi percepatan vaksin mencapai target terlaksana akhir tahun yuk indonesia vaksin lindungi,"['kedatangan', 'vaksin', 'kontinu', 'indonesia', 'menunjukkan', 'stock', 'vaksin', 'tanah', 'air', 'aman', 'mencukupi', 'percepatan', 'vaksin', 'mencapai', 'target', 'terlaksana', 'akhir', 'tahun', 'yuk', 'indonesia', 'vaksin', 'lindungi']"
vaksin dikirimkan langsung provinsi memperpendek rantai distribusi mempercepat akses pemerataan berbagai jenis merek vaksin seluruh masyarakat proses vaksinasi semakin cepat dilakukan vaksin lindungi,"['vaksin', 'dikirimkan', 'langsung', 'provinsi', 'memperpendek', 'rantai', 'distribusi', 'mempercepat', 'akses', 'pemerataan', 'berbagai', 'jenis', 'merek', 'vaksin', 'seluruh', 'masyarakat', 'proses', 'vaksinasi', 'semakin', 'cepat', 'dilakukan', 'vaksin', 'lindungi']"
vaksin pfizer tiba indonesia melalui bandara soekarno hatta juanda jawa timur,"['vaksin', 'pfizer', 'tiba', 'indonesia', 'melalui', 'bandara', 'soekarno', 'hatta', 'juanda', 'jawa', 'timur']"
oiya pembelian vaksin menjaga stock vaksin fyi indonesia menerima vaksin baik bentuk bulk bahan baku maupun bahan jadi,"['oiya', 'pembelian', 'vaksin', 'menjaga', 'stock', 'vaksin', 'fyi', 'indonesia', 'menerima', 'vaksin', 'baik', 'bentuk', 'bulk', 'bahan', 'baku', 'maupun', 'bahan', 'jadi']"
jangan abai deh mencegah lebih baik mengobati hayo siapa vaksin nih,"['jangan', 'abai', 'deh', 'mencegah', 'lebih', 'baik', 'mengobati', 'hayo', 'siapa', 'vaksin', 'nih']"
nah selalu patuhi prokes perlu vaksin nih vaksin vaksinasi lindungi semua,"['nah', 'selalu', 'patuhi', 'prokes', 'perlu', 'vaksin', 'nih', 'vaksin', 'vaksinasi', 'lindungi', 'semua']"
keknya yg demam abis vaksin kok gada kabar,"['keknya', 'yg', 'demam', 'abis', 'vaksin', 'kok', 'gada', 'kabar']"
info vaksin seng petugas nyuntik e gelm moro omah,"['info', 'vaksin', 'seng', 'petugas', 'nyuntik', 'e', 'gelm', 'moro', 'omah']"
papa said kelar vaksin pulang dong,"['papa', 'said', 'kelar', 'vaksin', 'pulang', 'dong']"
vaksin dah,"['vaksin', 'dah']"
vaksin dah sih kak daerahku,"['vaksin', 'dah', 'sih', 'kak', 'daerahku']"
aku baru vaksin pertama,"['aku', 'baru', 'vaksin', 'pertama']"
betul yg luruskan jangan terjadi pemaksaan vaksin kpd masyarakat,"['betul', 'yg', 'luruskan', 'jangan', 'terjadi', 'pemaksaan', 'vaksin', 'kpd', 'masyarakat']"
sabar dok saling menghargai yg vaksin monggo yg tdk vaksin monggo,"['sabar', 'dok', 'saling', 'menghargai', 'yg', 'vaksin', 'monggo', 'yg', 'tdk', 'vaksin', 'monggo']"
efek vaksin ancen marai kemronggo po ki,"['efek', 'vaksin', 'ancen', 'marai', 'kemronggo', 'po', 'ki']"
persaingan obat covid semakin ketat semakin banyak obat covid semakin bagus rakyat spy tdk menjadikan vaksin kewajiban,"['persaingan', 'obat', 'covid', 'semakin', 'ketat', 'semakin', 'banyak', 'obat', 'covid', 'semakin', 'bagus', 'rakyat', 'spy', 'tdk', 'menjadikan', 'vaksin', 'kewajiban']"
min mohon info utk penerbangan jog tujuan upg antigen klo vaksin dosis,"['min', 'mohon', 'info', 'utk', 'penerbangan', 'jog', 'tujuan', 'upg', 'antigen', 'klo', 'vaksin', 'dosis']"
mens gue ga aturan vaksin lagian jauhan anjir,"['mens', 'gue', 'ga', 'aturan', 'vaksin', 'lagian', 'jauhan', 'anjir']"
pakai pin kulo sampun vaksin,"['pakai', 'pin', 'kulo', 'sampun', 'vaksin']"
vaksin kedua kok berasa lebih sakit sama berasa banget efeknya,"['vaksin', 'kedua', 'kok', 'berasa', 'lebih', 'sakit', 'sama', 'berasa', 'banget', 'efeknya']"
lah mau vaksin kudu pcr dulu,"['lah', 'mau', 'vaksin', 'kudu', 'pcr', 'dulu']"
monggo butuh vaksin,"['monggo', 'butuh', 'vaksin']"
leren o mbah desember wis nganggo penonton syarat vaksin x,"['leren', 'o', 'mbah', 'desember', 'wis', 'nganggo', 'penonton', 'syarat', 'vaksin', 'x']"
vaksin,['vaksin']
hari pas longgar ikut memriahkan vaksin kantor kalurahan mandan kec kab sukoharjo,"['hari', 'pas', 'longgar', 'ikut', 'memriahkan', 'vaksin', 'kantor', 'kalurahan', 'mandan', 'kec', 'kab', 'sukoharjo']"
vaksin kedua lebih ketata good la,"['vaksin', 'kedua', 'lebih', 'ketata', 'good', 'la']"
weh la kae rung vaksin to kak,"['weh', 'la', 'kae', 'rung', 'vaksin', 'to', 'kak']"
efek vaksin dosis tidur,"['efek', 'vaksin', 'dosis', 'tidur']"
mentang wis vaksin komplit,"['mentang', 'wis', 'vaksin', 'komplit']"
kalau parosmia apa ikut vaksinasi banyak penyintas gejala tersebut ikut vaksin,"['kalau', 'parosmia', 'apa', 'ikut', 'vaksinasi', 'banyak', 'penyintas', 'gejala', 'tersebut', 'ikut', 'vaksin']"
vaksin dosis siswa man surakarta tersebar beberapa rs dikota surakarta man surakarta,"['vaksin', 'dosis', 'siswa', 'man', 'surakarta', 'tersebar', 'beberapa', 'rs', 'dikota', 'surakarta', 'man', 'surakarta']"
ma sertifikat vaksin,"['ma', 'sertifikat', 'vaksin']"
alhamdulillah dosis vaksin selesai sehat selalu semua semoga ikhtiar segera lepas pandemi covid aamiin,"['alhamdulillah', 'dosis', 'vaksin', 'selesai', 'sehat', 'selalu', 'semua', 'semoga', 'ikhtiar', 'segera', 'lepas', 'pandemi', 'covid', 'aamiin']"
udah vaksin mbah,"['udah', 'vaksin', 'mbah']"
nganter vaksin pajaknya nonton xxi solo paragon seharian jadi sopir pp purwodadi solo kalian ngijoli waktunya ibu selalu pulang malem,"['nganter', 'vaksin', 'pajaknya', 'nonton', 'xxi', 'solo', 'paragon', 'seharian', 'jadi', 'sopir', 'pp', 'purwodadi', 'solo', 'kalian', 'ngijoli', 'waktunya', 'ibu', 'selalu', 'pulang', 'malem']"
asyik dah vaksin dah masuk area bioksop angelina jolie kan eh,"['asyik', 'dah', 'vaksin', 'dah', 'masuk', 'area', 'bioksop', 'angelina', 'jolie', 'kan', 'eh']"
jadi gini rasanya deg an daftar vaksin,"['jadi', 'gini', 'rasanya', 'deg', 'an', 'daftar', 'vaksin']"
koncoku iso nde mlebu mall ra vaksin bermodal celana suwek ngaku ra ndwe hp inisiale ulinnuha,"['koncoku', 'iso', 'nde', 'mlebu', 'mall', 'ra', 'vaksin', 'bermodal', 'celana', 'suwek', 'ngaku', 'ra', 'ndwe', 'hp', 'inisiale', 'ulinnuha']"
udah sih baru x bioskop buka masa ppkm nonton shang chi gpp baru x vaksin masuk area bioskop,"['udah', 'sih', 'baru', 'x', 'bioskop', 'buka', 'masa', 'ppkm', 'nonton', 'shang', 'chi', 'gpp', 'baru', 'x', 'vaksin', 'masuk', 'area', 'bioskop']"
terharu bgt liat ibu bapa lanjut usia bahkan yg berpenampilan sangar bertato semangat vaksin detik detik dosis terakhir,"['terharu', 'bgt', 'liat', 'ibu', 'bapa', 'lanjut', 'usia', 'bahkan', 'yg', 'berpenampilan', 'sangar', 'bertato', 'semangat', 'vaksin', 'detik', 'detik', 'dosis', 'terakhir']"
kalo aku tadi mbak aku baru vaksin x,"['kalo', 'aku', 'tadi', 'mbak', 'aku', 'baru', 'vaksin', 'x']"
ditanyain sakit gak pas suntik kedua vaksin aku jawab enggak lebih sakit suntik alergi sus,"['ditanyain', 'sakit', 'gak', 'pas', 'suntik', 'kedua', 'vaksin', 'aku', 'jawab', 'enggak', 'lebih', 'sakit', 'suntik', 'alergi', 'sus']"
cerita lucu pas vaksin lah dikira aku jomblo diajak kenalan anak kelahiran wkwk pas tau aku dah punya anak lah kaget gak tuh,"['cerita', 'lucu', 'pas', 'vaksin', 'lah', 'dikira', 'aku', 'jomblo', 'diajak', 'kenalan', 'anak', 'kelahiran', 'wkwk', 'pas', 'tau', 'aku', 'dah', 'punya', 'anak', 'lah', 'kaget', 'gak', 'tuh']"
pokoke top markotop vaksin vaksin berharap sertifikat digadaikan,"['pokoke', 'top', 'markotop', 'vaksin', 'vaksin', 'berharap', 'sertifikat', 'digadaikan']"
maaf jbjb udah vaksin sama steril,"['maaf', 'jbjb', 'udah', 'vaksin', 'sama', 'steril']"
gak sih habis vaksin moderna sakit punggung,"['gak', 'sih', 'habis', 'vaksin', 'moderna', 'sakit', 'punggung']"
mau disumbang vaksin dri china,"['mau', 'disumbang', 'vaksin', 'dri', 'china']"
vaksin wow,"['vaksin', 'wow']"
efek njarem abis vaksin emang selama dah hari ngga ilang ilang malah makin menjadi,"['efek', 'njarem', 'abis', 'vaksin', 'emang', 'selama', 'dah', 'hari', 'ngga', 'ilang', 'ilang', 'malah', 'makin', 'menjadi']"
hbs ashar ntar jam acara keluarga hotel bokap yg bwp solo baru setelahnya malem hrs otw pulang sana lg krn bsk siang mau vaksin booster sekeluarga bsr rmh pamulang amp rmh solo baru yaa smg baik aja nih fisik gak kecapekan dg segala agenda yg sangat padat,"['hbs', 'ashar', 'ntar', 'jam', 'acara', 'keluarga', 'hotel', 'bokap', 'yg', 'bwp', 'solo', 'baru', 'setelahnya', 'malem', 'hrs', 'otw', 'pulang', 'sana', 'lg', 'krn', 'bsk', 'siang', 'mau', 'vaksin', 'booster', 'sekeluarga', 'bsr', 'rmh', 'pamulang', 'amp', 'rmh', 'solo', 'baru', 'yaa', 'smg', 'baik', 'aja', 'nih', 'fisik', 'gak', 'kecapekan', 'dg', 'segala', 'agenda', 'yg', 'sangat', 'padat']"
gak sih vaksin sinovac kali next time nambah vaksin ketiga moderna aztra,"['gak', 'sih', 'vaksin', 'sinovac', 'kali', 'next', 'time', 'nambah', 'vaksin', 'ketiga', 'moderna', 'aztra']"
meninjau vaksinasi tirtonadi kerjasama sasarannya pekerja khususnya bpjamsostek mitra grab penyandang disabilitas antusias warga luar vaksin terima kasih jaga kesehatan selalu,"['meninjau', 'vaksinasi', 'tirtonadi', 'kerjasama', 'sasarannya', 'pekerja', 'khususnya', 'bpjamsostek', 'mitra', 'grab', 'penyandang', 'disabilitas', 'antusias', 'warga', 'luar', 'vaksin', 'terima', 'kasih', 'jaga', 'kesehatan', 'selalu']"
antri screening vaksin petugasnya cantik bgt pakai hoodie warna apa biru muda ungu ngga tau ngaraninya warna apa,"['antri', 'screening', 'vaksin', 'petugasnya', 'cantik', 'bgt', 'pakai', 'hoodie', 'warna', 'apa', 'biru', 'muda', 'ungu', 'ngga', 'tau', 'ngaraninya', 'warna', 'apa']"
meninjau vaksinasi its pku muhammadiyah mengajak masyarakat solo vaksin ayo segera vaksin perlu takut vaksin aman halal jumlah stock vaksin terus tersedia lihat video gibran rakabuming,"['meninjau', 'vaksinasi', 'its', 'pku', 'muhammadiyah', 'mengajak', 'masyarakat', 'solo', 'vaksin', 'ayo', 'segera', 'vaksin', 'perlu', 'takut', 'vaksin', 'aman', 'halal', 'jumlah', 'stock', 'vaksin', 'terus', 'tersedia', 'lihat', 'video', 'gibran', 'rakabuming']"
daerah bnyak yg blm vaksin ndoro wilayah grogol sukoharjo jateng salam sehat ngih pak senajan mu kalah ttp abang,"['daerah', 'bnyak', 'yg', 'blm', 'vaksin', 'ndoro', 'wilayah', 'grogol', 'sukoharjo', 'jateng', 'salam', 'sehat', 'ngih', 'pak', 'senajan', 'mu', 'kalah', 'ttp', 'abang']"
mau vaksin ditolak rasanya kyk ditinggal pas sayang nya,"['mau', 'vaksin', 'ditolak', 'rasanya', 'kyk', 'ditinggal', 'pas', 'sayang', 'nya']"
sesusah nyari vaksin non domisili disini sekalinya baru buka pendaftaran ngga sampe menit dah ludes aja,"['sesusah', 'nyari', 'vaksin', 'non', 'domisili', 'disini', 'sekalinya', 'baru', 'buka', 'pendaftaran', 'ngga', 'sampe', 'menit', 'dah', 'ludes', 'aja']"
laah mending gak usah dijatah vaksin aja alihin daerah msh bnyak yg menanti jatah dpt vaksin koq aku yg musti sabar blm kejatah kuota vaksin,"['laah', 'mending', 'gak', 'usah', 'dijatah', 'vaksin', 'aja', 'alihin', 'daerah', 'msh', 'bnyak', 'yg', 'menanti', 'jatah', 'dpt', 'vaksin', 'koq', 'aku', 'yg', 'musti', 'sabar', 'blm', 'kejatah', 'kuota', 'vaksin']"
naiknya darimana kalo naik krl cuma vaksin kalo jarak jauh pake swab pcr antigen,"['naiknya', 'darimana', 'kalo', 'naik', 'krl', 'cuma', 'vaksin', 'kalo', 'jarak', 'jauh', 'pake', 'swab', 'pcr', 'antigen']"
susah bgt sii nyari vaksin non domisili jauh ktb solo rugi sekalii kl ga join kuliah offlenn,"['susah', 'bgt', 'sii', 'nyari', 'vaksin', 'non', 'domisili', 'jauh', 'ktb', 'solo', 'rugi', 'sekalii', 'kl', 'ga', 'join', 'kuliah', 'offlenn']"
punya sertifikat vaksin kepake buat naik,"['punya', 'sertifikat', 'vaksin', 'kepake', 'buat', 'naik']"
akhire gunanya ikut vaksin buat kesehatan,"['akhire', 'gunanya', 'ikut', 'vaksin', 'buat', 'kesehatan']"
masalahnya naek krl aja kudu pake vaksin sekarang wkwkw,"['masalahnya', 'naek', 'krl', 'aja', 'kudu', 'pake', 'vaksin', 'sekarang', 'wkwkw']"
maturnuwuun pak presiden hari anak ragil diberikan kesempatan vaksin bersama teman nya alhamdulilah,"['maturnuwuun', 'pak', 'presiden', 'hari', 'anak', 'ragil', 'diberikan', 'kesempatan', 'vaksin', 'bersama', 'teman', 'nya', 'alhamdulilah']"
hari tadi anak ragil vaksin bersama teman sekolahnya wa group teman kuliah surabaya share vaksin massal program vaksinasi pak emang top markotop kerja kerja kerja,"['hari', 'tadi', 'anak', 'ragil', 'vaksin', 'bersama', 'teman', 'sekolahnya', 'wa', 'group', 'teman', 'kuliah', 'surabaya', 'share', 'vaksin', 'massal', 'program', 'vaksinasi', 'pak', 'emang', 'top', 'markotop', 'kerja', 'kerja', 'kerja']"
nyari vaksin susah ngga pake ktp solo raya,"['nyari', 'vaksin', 'susah', 'ngga', 'pake', 'ktp', 'solo', 'raya']"
kak besok pagi ditempat yg sama vaksin kedua td udh kedkt liat infonya,"['kak', 'besok', 'pagi', 'ditempat', 'yg', 'sama', 'vaksin', 'kedua', 'td', 'udh', 'kedkt', 'liat', 'infonya']"
aing aja vaksin gegara nunggu moderna pfizer malah udh komersialisasi kan aja,"['aing', 'aja', 'vaksin', 'gegara', 'nunggu', 'moderna', 'pfizer', 'malah', 'udh', 'komersialisasi', 'kan', 'aja']"
bangga punya duit bangga udah vaksin,"['bangga', 'punya', 'duit', 'bangga', 'udah', 'vaksin']"
jumat besok anak ragil giliran vaksin dikoordinir sekolahnya pak gub alhamdulilah,"['jumat', 'besok', 'anak', 'ragil', 'giliran', 'vaksin', 'dikoordinir', 'sekolahnya', 'pak', 'gub', 'alhamdulilah']"
kartu vaksin iku wis nyalahi kodrat demokrasi,"['kartu', 'vaksin', 'iku', 'wis', 'nyalahi', 'kodrat', 'demokrasi']"
habis vaksin mam escrem gag,"['habis', 'vaksin', 'mam', 'escrem', 'gag']"
outfitku vaksin kemaren aku pake kaos putih pendek,"['outfitku', 'vaksin', 'kemaren', 'aku', 'pake', 'kaos', 'putih', 'pendek']"
pak wali ktp warga kra tapii sdh lbh th tgl solo kost kerja solo interaksi solo makan tidur hidup solo bs terima vaksin koq dipersulit tak gmn pak hari coba yg rumdin wawali jg ditolak ktp,"['pak', 'wali', 'ktp', 'warga', 'kra', 'tapii', 'sdh', 'lbh', 'th', 'tgl', 'solo', 'kost', 'kerja', 'solo', 'interaksi', 'solo', 'makan', 'tidur', 'hidup', 'solo', 'bs', 'terima', 'vaksin', 'koq', 'dipersulit', 'tak', 'gmn', 'pak', 'hari', 'coba', 'yg', 'rumdin', 'wawali', 'jg', 'ditolak', 'ktp']"
tetep dodol bar vaksin sebuah kesalahan,"['tetep', 'dodol', 'bar', 'vaksin', 'sebuah', 'kesalahan']"
nek mlebu y nganggo kartu vaksin po ra min,"['nek', 'mlebu', 'y', 'nganggo', 'kartu', 'vaksin', 'po', 'ra', 'min']"
semangat pagi min penerbangan solo jakarta syaratnya apa min calon penumpang vaksin sedikit masalah kesehatan dibuktikan surat keterangan dokter mohon infonya min terimakasih,"['semangat', 'pagi', 'min', 'penerbangan', 'solo', 'jakarta', 'syaratnya', 'apa', 'min', 'calon', 'penumpang', 'vaksin', 'sedikit', 'masalah', 'kesehatan', 'dibuktikan', 'surat', 'keterangan', 'dokter', 'mohon', 'infonya', 'min', 'terimakasih']"
pagi min penerbangan solo jakarta syaratnya apa min kalau misal blm vaksin sedikit masalah kesehatan bagaimana surat keterangan dokter mohon infonya min terimakasih,"['pagi', 'min', 'penerbangan', 'solo', 'jakarta', 'syaratnya', 'apa', 'min', 'kalau', 'misal', 'blm', 'vaksin', 'sedikit', 'masalah', 'kesehatan', 'bagaimana', 'surat', 'keterangan', 'dokter', 'mohon', 'infonya', 'min', 'terimakasih']"
fungsi tambahan sertifikat vaksin,"['fungsi', 'tambahan', 'sertifikat', 'vaksin']"
orang disekitar gue lg sibuk cari vaksin pfizer moderna gue sendiri yg cari tau info vaksin nusantara masa indonesia ekspor vaksin nusantara berjuta juta turki orang indonesia sibuk import vaksin yg jelas mengandung stell minyak babi aneh ra si jane indonesia mu,"['orang', 'disekitar', 'gue', 'lg', 'sibuk', 'cari', 'vaksin', 'pfizer', 'moderna', 'gue', 'sendiri', 'yg', 'cari', 'tau', 'info', 'vaksin', 'nusantara', 'masa', 'indonesia', 'ekspor', 'vaksin', 'nusantara', 'berjuta', 'juta', 'turki', 'orang', 'indonesia', 'sibuk', 'import', 'vaksin', 'yg', 'jelas', 'mengandung', 'stell', 'minyak', 'babi', 'aneh', 'ra', 'si', 'jane', 'indonesia', 'mu']"
min mhn maaf kapan vaksin yg kedua jenis astra yg diadakan digedung warastratama terakhir vaksin tgl juni smpe skg kabar yg menyelanggarakan rs dkt makasih min,"['min', 'mhn', 'maaf', 'kapan', 'vaksin', 'yg', 'kedua', 'jenis', 'astra', 'yg', 'diadakan', 'digedung', 'warastratama', 'terakhir', 'vaksin', 'tgl', 'juni', 'smpe', 'skg', 'kabar', 'yg', 'menyelanggarakan', 'rs', 'dkt', 'makasih', 'min']"
duh tambah lawak adek geger gamau vaksin malah request vaksin puyer apa sirup plis vaksin bukan paracetamol,"['duh', 'tambah', 'lawak', 'adek', 'geger', 'gamau', 'vaksin', 'malah', 'request', 'vaksin', 'puyer', 'apa', 'sirup', 'plis', 'vaksin', 'bukan', 'paracetamol']"
gas ngreyen kartu vaksin,"['gas', 'ngreyen', 'kartu', 'vaksin']"
meninjau vaksinasi pelajar politeknik turut memastikan kondisi warga sehat divaksin keluhan target akhir bulan warga solo vaksin lihat video gibran rakabuming,"['meninjau', 'vaksinasi', 'pelajar', 'politeknik', 'turut', 'memastikan', 'kondisi', 'warga', 'sehat', 'divaksin', 'keluhan', 'target', 'akhir', 'bulan', 'warga', 'solo', 'vaksin', 'lihat', 'video', 'gibran', 'rakabuming']"
vaksin dr bulan juli gaes,"['vaksin', 'dr', 'bulan', 'juli', 'gaes']"
jam ngantri vaksin tensi naik bukan apa kesel aja lama banget yalord,"['jam', 'ngantri', 'vaksin', 'tensi', 'naik', 'bukan', 'apa', 'kesel', 'aja', 'lama', 'banget', 'yalord']"
